artists,artist_popularity_api,artist_peak_popularity,artist_track_count
Anaal Nathrakh,18.67,44,30
Anabantha,24.29,30,17
Anagramma,44.5,46,2
Anal Cunt,14.0,19,12
Anal Vomit,17.0,17,1
Analog Context,33.0,33,1
Analog Sunset,43.0,43,1
Analy,34.2,39,5
Anand Bhaskar Collective,45.0,45,2
Anand Raj Anand,60.5,63,2
Anarbor,66.0,66,3
Anarcute,37.5,38,2
Anarkia Tropikal;Evelyn Cornejo;la Chusma Inkonciente;Lucho Bermúdez,34.5,37,2
Anathema,43.0,48,10
Anatoliy Aleksandrovich,0.0,0,1
ANAVITÓRIA,46.75,49,8
Anberlin,0.0,0,6
Ancient Astronauts,46.4,49,5
Ancient Bards,24.5,25,2
And One,22.67,24,3
Andain,52.0,52,1
Andando Descalzo,32.0,32,1
Anddy Caicedo,33.0,33,1
Anderex,24.0,25,2
Anders Aldgård;Daniel Andersson,21.0,21,1
Anders Glenmark,36.0,36,1
Anders Hatlo;Petter Jølstad,27.0,27,1
Anderson East,24.0,48,2
Anderson Freire,43.14,50,14
Anderson Neiff;John Johnis,58.0,58,1
Anderson Rangel,39.0,39,1
Anderson & Vei da Pisadinha,40.25,45,4
andhim,26.75,49,8
Andi Kiss,38.0,38,1
Andi Latte,27.0,35,5
Andi Smith,22.0,23,4
Andien,39.0,42,6
André Bauer,22.0,22,1
André De Shields;Hadestown Original Broadway Company;Anaïs Mitchell,21.0,22,2
André e Felipe;Rebeca Carvalho,42.43,46,7
André Laplante,49.0,49,1
André Leono,23.25,30,8
André Renato,50.0,50,2
André Rieu;Johann Strauss Orchestra,33.36,55,25
Andrés,32.0,32,1
Andrés Calamaro,2.22,45,46
André Sobota,28.0,37,2
André Stade,30.0,30,1
André Valadão,41.7,44,10
Andra Day,24.33,73,3
Andre,32.0,32,1
Andrea Binotto,58.0,58,1
Andrea Bocelli,23.36,67,83
Andrea Burns,20.0,20,1
Andrea Fontes,39.0,40,3
Andrea Monet,58.5,61,2
Andrea Roma;Leusin,44.0,44,1
Andreas Bieber,22.0,22,1
Andreas Borkental,44.0,44,1
Andreas Dalvik,47.0,47,1
Andreas Fulterer,29.0,29,1
Andreas Gabalier,20.08,35,37
Andreas Lawo,26.0,28,4
Andreas Scholl,23.0,25,2
Andreas Vollenweider,23.58,26,12
Andreea D,51.0,51,1
Andrew Baena;Cooper Lagace,48.0,50,2
Andrew Bayer,33.5,38,8
Andrew Belle,57.42,65,19
Andrew Bird,0.0,0,18
Andrew Foy;Renee Foy,34.66,56,41
Andrew Garfield;Vanessa Hudgens;Joshua Henry,54.0,67,9
Andrew Gold,15.75,71,24
Andrew Lloyd Webber;Carrie Hope Fletcher,23.95,62,75
Andrew Marlin,22.33,23,3
Andrew McMahon in the Wilderness,61.0,61,1
Andrew Norelli,21.33,23,6
Andrew Orvedahl,22.33,24,3
Andrew Rayel;Sam Gray,53.0,57,4
Andrew Ripp,43.33,55,3
Andrew Tan,32.17,56,6
Andri Hart,23.0,23,1
Andro,61.0,61,1
Androma,54.0,54,1
Andromida;Daedric,4.0,4,1
Andrzej Zaucha,34.0,34,1
Andy Bar,25.0,25,1
Andy C;Fiora,54.0,54,1
Andy El Unico,48.0,48,1
Andy Gibb;Olivia Newton-John,7.33,22,3
Andy Grammer,33.0,51,3
Andy Griffith,44.0,44,1
Andy Hendrickson,21.88,23,8
Andy Hui,20.93,50,15
Andy Karl;Groundhog Day The Musical Company;Tim Minchin,22.67,27,9
Andy Lau,27.28,49,25
Andy & Lucas,32.0,66,4
Andy Luxx,0.0,0,2
Andy McKee,41.0,41,1
Andy Montañez,14.73,34,11
Andy Moor;GXD,29.71,47,7
Andy Parsons,22.0,23,2
Andy Sandford,23.0,23,1
Andy Stott,31.5,45,4
ANDY SVGE,20.5,21,2
Andy Tallent,28.14,54,7
Andy Thorn,23.44,26,9
Andy Z,18.67,31,3
andymori,31.22,33,9
Ane Brun,0.0,0,10
Anenon,9.2,13,10
Angara,51.5,52,2
Angband,0.06,1,16
Angel Canales,27.0,27,1
Angel D'Agostino,17.67,19,3
Angel Parra Trio,34.5,36,2
"Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric",0.0,0,12
Angela Chang,47.67,53,3
Angela Lansbury,37.38,59,8
Angela Ro Ro,38.4,40,5
Angelica Maria,31.59,42,17
Angelina Cruz,38.0,38,1
Angelmaker,38.67,50,3
Angelo Ferreri;Topa,0.0,0,2
Angelo Garcia,49.0,49,2
Angeloh,19.0,21,4
Angelov,46.0,46,1
Angels of Liberty;N/A,21.5,22,2
Angelspit,24.0,24,1
Angerfist,42.89,59,9
Angrrsth,17.0,17,1
Angry Johnny and the Killbillies,24.5,27,2
Angus & Julia Stone,58.5,61,2
AnGy KoRe,0.0,0,1
Anibal Troilo y su orquesta,17.83,21,6
anifi,44.0,44,1
Anika Moa,33.0,33,1
Anil Adoor,22.5,26,2
Anil Raveendran;Abhijith Ravikumar;Sidharth Sankar;Athira Janakan,31.0,40,5
Anila Mirela,47.0,47,1
Animadrop,40.3,45,10
Animato;Gaudium,43.5,50,2
Anime,26.8,50,10
Anime Piano Dreamers,40.0,40,2
Animelmack,40.33,43,3
Animotion,57.0,57,1
anirap,42.57,46,7
Anirudh Ravichander,62.57,76,81
Anirudh Sharma,50.5,57,4
Anis Don Demina,35.0,35,2
Anita Baker,42.0,42,2
Anita Mui,24.29,49,7
Anitta,9.03,84,70
Anivee;Anirudh Ravichander,59.0,59,1
Anja Schneider,42.86,52,7
Anjelah Johnson,22.33,23,3
Ankit Tiwari,61.2,77,15
Ankle Grease,26.0,26,1
Ankur Tewari;The Ghalat Family,43.48,54,29
Anly,59.0,59,1
Ann Bai,53.0,54,2
Ann Clue,44.1,50,10
Ann Sweeten,22.57,24,7
ANNA,45.0,53,6
Anna Clyne;Inbal Segev;London Philharmonic Orchestra;Marin Alsop,50.0,50,1
Anna Hamilton,53.33,62,3
Anna Jurksztowicz,24.67,26,3
Anna Kitkowska,47.5,53,2
Anna Landström,58.33,63,6
Anna Luisa,38.0,38,1
Anna-Maria Zimmermann,28.0,32,8
Anna Nalick,65.0,65,1
Anna Netrebko;PKF – Prague Philharmonia;Emmanuel Villaume,19.0,19,1
Anna of the North,59.0,59,4
Anna Ternheim,0.0,0,1
Annaleigh Ashford,22.0,22,1
Anne Kihlstrom;Jan Ellerås,37.0,37,1
Anne-Marie,20.43,82,44
Anne Trenning,23.0,23,1
Anne Vallayer,54.0,60,2
Annemieke van Dam;Patrick Stanke,21.0,21,1
AnnenMayKantereit;Giant Rooks,78.0,78,4
Annie Lennox,3.72,65,40
Annihilator,27.4,49,5
Annix;Rider Shafique,18.0,19,3
Anoraak;LUXXURY;Lauren Turk,0.0,0,1
Anoushbard,3.0,6,2
Anoushka Maskey;Cosmic Grooves;Mismatched,44.0,44,1
Ansiktet,41.0,41,1
Anson Seabra,48.71,72,42
Anstandslos & Durchgeknallt,28.78,35,9
Antônio Carlos Jobim,0.17,1,30
Ant Saunders,61.5,68,2
Antennaah,40.5,45,2
Anthony B,0.0,0,2
Anthony Broughton,12.0,14,2
Anthony Green,33.0,33,1
Anthony Hamilton,0.33,1,3
Anthony Keyrouz;Paradigm,60.62,73,13
Anthony Lazaro,49.25,52,8
Anthony Ramos,40.0,40,1
Anthony Rapp,27.0,29,2
Anthony Rother,18.0,18,1
Anthony Russo,49.0,49,1
Anthony Shakir,5.0,5,1
Anthony Wong,30.2,33,5
Anthrax,0.67,1,9
Anthropological,59.0,59,1
Antibalas,16.0,16,2
Antichrist Siege Machine,17.5,19,4
Antidoping,34.0,34,1
Antigama,12.18,18,11
Antillas;Fiora,48.0,48,1
Anton Ishutin,0.55,2,11
Antonín Dvořák;Arioso Quartett Wien,0.0,0,5
Anton Powers;Redondo,42.0,61,2
Antonio Bribiesca,24.25,29,8
Antonio Caldara;Cecilia Bartoli;Les Musiciens du Louvre;Marc Minkowski,20.0,20,1
Antonio Carlos & Jocafi,35.0,35,1
Antonio Cartagena,27.5,28,2
Antonio Cirilo,42.33,44,3
Antonio Garcia Isaac,34.5,53,8
Antonio Jesús Asiáin Sanz,21.0,21,1
Antonio José,16.18,62,11
Antonio Orozco,40.17,62,6
Antonio Tarragó Ros,42.0,42,1
Antonio Vega,41.0,41,1
Antonio Vivaldi;Cet étrange éclat,12.9,65,10
Antonio y Joel Con Labranza,30.0,30,2
Antony & Gabriel,49.0,50,3
Antti Paakkonen,21.0,22,3
Anu Malik;Monali Thakur;Varun Grover,60.5,63,2
Anuel AA;KAROL G,25.38,81,63
Anupam Mukherjee,39.0,39,2
Anupam Roy,42.52,62,145
ANUQRAM,35.5,36,2
Anuradha Paudwal,47.38,58,45
Anurag Vashisht,44.41,57,17
Anuv Jain,64.05,76,40
Anxiety Attacks!;93FEETOFSMOKE,48.0,48,1
Anxious,31.0,31,1
Any Given Day,23.5,24,2
Anya Marina,32.0,32,1
Anz,47.0,50,2
AO Cubo,44.33,46,3
Aoi Teshima,48.0,51,2
Aoife O'Donovan,57.0,59,2
Aoki Takamasa,10.67,12,3
Aonikenk,22.0,31,6
AP Dhillon,70.04,83,45
Apache Indian,10.37,49,27
Apartment 213,13.0,16,5
Apech,60.0,60,1
Apes of the State,28.5,30,2
Apex,38.0,38,1
Aphex Twin,58.07,64,15
Aphrodite,14.67,19,12
Aphrodite's Child,45.5,51,2
Apocalyptica;Brent Smith,63.0,63,1
Apollo 440,24.83,54,18
Apollo Fresh,66.0,66,1
APOLLYON.;Shiloh Dynasty;XANSEII.,59.0,59,2
Apoorva Sreejith;Anjolie Anna Eapen;Atul Thomas Joy,42.0,42,1
Apoptygma Berzerk,22.11,25,9
Appalachian Express,41.0,41,1
Appalachian Road Show,24.0,24,1
Apparat,46.5,60,10
April Baxter,60.0,60,1
Aqua Timez,50.33,58,9
Aqualung,37.0,53,4
Aquasky,13.67,15,3
Aquasky Vs Masterblaster,17.0,17,1
Aquilo,62.0,62,1
Ara Ketu,43.82,47,11
arai tasuku,11.95,36,44
Arash Azadi,0.0,0,3
Arash Pandi,0.0,0,5
Arc North;Aaron Richards;New Beat Order;Cour,57.83,64,6
Arca,44.64,60,28
Arcangelo Corelli;Cet étrange éclat,0.5,2,14
Arch Enemy,51.8,60,15
Archagathus,14.92,20,12
Architechs;Nay Nay,28.0,28,1
Architects,37.44,67,34
Architecture In Helsinki,44.0,44,2
Archive,34.88,52,8
Archspire,47.0,47,1
Arckanum,17.0,18,2
Arctic Monkeys,55.66,92,152
Arcturus,17.5,18,2
Arda Gezer;Şehinşah;Caner Özgür,43.0,46,2
Arden Jones,59.4,64,10
Ardhito Pramono,48.33,71,6
Ardian Bujupi;Xhensila;Master HP,52.0,52,2
Area 11,23.62,28,13
Arek Kopaczewski,32.0,32,1
Arem Ozguc;Arman Aydin;Jordan Rys,62.5,68,4
Arena Louvor;Fernandinho,40.0,40,1
Aretha Franklin,20.09,75,11
Argentino Ledesma,23.4,32,5
Argentino Luna,43.0,43,1
Argy,41.07,59,15
Ari Koivunen,21.0,22,2
Ari Shaffir,21.0,21,1
Aria,40.67,43,6
Ariana DeBose;David Alvarez;Ana Isabelle;Jennifer Florentino;Natalie Toro;Arianna Rosario;Ilda Mason;Jeanette Delgado;Annelise Cepero;Tanairi Sade Vazquez;Jamila Velazquez;Edriz E. Rosa Pérez;Melody Martí;Gaby Diaz;Juliette Feliciano;Isabella Ward;Maria Alexis Rodriguez;Yesenia Ayala;Gabriela M. Soto;Sebastian Serra;Julius Anthony Rubio;Ricardo A. Zayas;Yurel Echezarreta;Kelvin Delgado;Ricky Ubeda;Carlos Sánchez Falú;Adriel Flete;Jacob Guzman;Carlos E. Gonzalez;David Avilés Morales;Andrei Chagas;David Guzman,54.0,59,2
Ariana Grande,80.82,85,17
Arianne,38.67,41,3
Ariel Ardit;Orquesta Tipica,22.17,28,6
Ariel Pink,52.5,56,4
Aries,50.43,65,21
ARIETE,1.0,1,1
Arijit Anand,37.0,56,20
Arijit Singh,62.14,74,102
Aril Brikha,7.45,30,33
Arin Ray,58.0,58,1
Arivu,58.0,58,1
Arja Saijonmaa,40.0,40,1
Arjan Dhillon,69.0,69,1
Arjun;Badshah;Bohemia;Diljit Dosanjh;Fateh;Gippy Grewal;Girik Aman;Gupz Sehra;Guru Randhawa;Hans Raj Hans;Harjit Harman;Harrdy Sandhu;Labh Janjua;Neha Kakkar;Ranjit Bawa;Sharry Mann;Sukhbir;Surjit Bindrakhia;Yo Yo Honey Singh;Amit Trivedi;Anand Raj Anand;Atul Sharma;B Praak;Beat Minister;Dr Zeus;Intense;Manj Musik;Mista Baaz;Preet Hundal;Vee;DJ Yogii,61.0,61,1
Arjun Kanungo,65.43,70,7
Ark Patrol;Veronika Redd,71.0,71,1
Arkadiy Pogodin,0.0,0,1
Arkana,42.0,42,2
Arkania,28.0,28,1
Arko,66.43,71,7
Arkona,18.0,19,2
Arlindo Cruz,39.85,51,34
Arm In Arm;Moonwalk,38.0,38,1
Armağan Oruç,46.4,52,5
Arma Blanca,26.0,26,1
Armaan Malik,63.39,76,23
Arman Aydin;Philip Strand;Arem Ozguc,58.0,58,1
Armand Amar;Lévon Minassian,46.0,46,1
Armand Van Helden,65.0,65,2
Armandinho,44.75,47,16
Armando,9.58,27,19
Armando Filho,41.25,43,4
Armando Pontier,19.33,21,3
Armani White,44.75,89,4
Armen Miran;Hraach,50.0,50,1
Armin van Buuren,38.26,69,185
ARMNHMR;Bella Renee,47.0,52,8
Armor For Sleep,29.0,29,1
Armored Dawn,53.67,54,3
Arne Qvick,37.0,37,1
Arnez J,22.0,23,2
Arno,35.0,37,8
Aromal Chekaver,15.67,43,9
Aron Edwards,53.0,56,2
Aron Wright,44.6,51,5
AronChupa;Little Sis Nora,61.8,72,5
Arooj Aftab,51.0,51,1
Arovane,15.71,37,7
Arrebato;Miguel Poveda,57.0,57,1
Arrested Youth,66.0,66,2
Arrol Corelli,42.0,42,1
魏嘉瑩 Arrow Wei;WONFU,24.0,24,1
Arsames,6.6,10,5
Arsonists Get All The Girls,22.0,22,1
Art Brut,27.0,27,1
Art Farmer,51.0,51,1
Art Frequency,19.0,19,1
Art Of Fighters,21.43,27,7
Art Popular,43.29,54,48
ARTBAT,51.33,63,9
Artcell,28.0,28,1
Artefuckt,38.0,38,1
Artie Lange,22.0,23,3
Artifact,23.0,26,2
Artifacts,13.0,52,4
Artificial Intelligence,17.67,18,3
ArtSaves,0.0,0,8
Artur Zmijewski,23.0,23,1
Artwork Sounds;CocoSA;Russell Zuma,30.0,30,1
ARTY,45.15,67,13
Artz;Şehinşah,41.4,45,5
Arude,46.0,46,1
Aruman,0.0,0,1
Arunraja Kamaraj,48.0,48,1
Arvid Lundquist,25.2,32,5
Arvid Nero,23.67,30,6
Arvind Raj;Music Kitchen,36.0,45,3
Arvingarna,37.25,41,4
Arvo Pärt;Franz Schindelbeck;Die 12 Cellisten der Berliner Philharmoniker,0.67,1,3
Aryan Sharma;Kushal,44.0,44,1
Arz,36.5,73,2
As Baías,40.0,40,1
As I Lay Dying,55.0,60,7
Asaph Borba,39.0,41,2
Asas Livres,38.8,40,5
ASCA,58.0,58,2
Asdrubar,34.33,38,3
Ase Manual;Byrell The Great,32.0,49,2
Aseem,26.0,26,2
Asef Akbari,0.0,0,12
Ash;Naila,57.6,61,5
Ash Code,28.0,28,1
Ash King;Shashaa Tirupati,63.8,69,5
Asha Bhosle;Mohammed Rafi;R. D. Burman,53.33,61,6
Ashbury Heights,20.83,22,6
Ashe,72.5,76,6
Asher,46.8,54,5
Ashes Of Soma,26.0,26,1
Ashes Remain,67.5,69,4
Ashh,32.0,32,1
Ashic Arun,26.0,26,1
Ashish Singh Rawat,49.0,49,1
Ashley Kutcher,63.67,70,6
Ashley McBryde,0.0,0,7
Ashley Monroe,0.0,0,4
Ashley Wallbridge;John Weber;Bodine,48.0,48,1
Ashnikko,36.0,72,4
Ashu Shukla,47.16,56,19
Ashwin Adwani,41.15,46,13
Asia,18.0,72,4
Asia 2001;Goa Gil,32.0,32,1
Asiaboy 禁藥王 ＆ Lizi 栗子,23.0,23,1
ASIAN KUNG-FU GENERATION,58.7,64,27
Asil Slang,41.5,45,4
Asim Azhar,69.0,72,2
Aska Yang,49.75,56,4
Asking Alexandria,56.31,65,26
ASMR HD,37.33,40,3
Asphalt Anton,27.5,29,2
aspidistrafly,54.0,54,1
Aspova,41.43,50,7
Assagai,17.0,17,1
Assemblage 23,23.0,23,1
Asspera,24.46,36,59
Astúlio Nunes,47.0,47,1
Asta Kask,36.0,36,1
ASTN,64.83,76,6
Astonvilla,33.0,33,1
Astor Piazzolla,19.13,34,46
Astral Projection,33.0,33,1
Astraye;Azuria Sky,38.0,38,2
Astrid S,47.71,71,7
Astrix,41.26,58,19
Astro Bunny,23.5,25,2
Astronoid,16.8,18,5
Astrud Gilberto,0.0,0,3
Astrus*,59.0,59,2
Asu Maralman,34.0,37,10
aswekeepsearching,24.12,33,17
Asya,42.0,42,1
At The Gates,25.75,52,8
At17,36.0,36,1
Ata Ebtekar,0.25,1,8
Atari Teenage Riot,42.0,42,2
AtariJones;The Weeknd,62.0,62,1
Ataxia,5.5,6,2
ATB,62.45,79,11
ATEEZ,68.25,74,4
Atención Atención,29.33,30,3
ATFC;Lisa Millett;Dr Packer,26.0,26,1
Athena,39.3,47,10
Ati242,41.0,46,15
Atif Aslam,64.21,73,47
Atitude 67,47.38,51,21
Atlanta Rhythm Section,0.0,0,8
Atlantic Starr,62.0,62,1
ATLiens,45.86,51,7
Atmosphere Asmr,34.0,34,1
Atmozfears,34.33,57,6
Atom Kobayashi;Tansou Tatsumine;Honoka Suzuki;Terence Blanchard,27.0,27,1
Atomirotta,33.33,36,3
Atour;Ashkan Kagan;Hiphopologist,45.0,45,1
ATR;Luedji Luna,21.0,21,1
Atreyu,19.93,61,14
Atria,0.0,0,8
Atrocity,21.0,21,1
Atsuko Takezawa;Erika Shiraishi;Hozumi Shibata;Mayumi Makino;Yukari Fujii,29.0,29,1
Atta Isaacs,21.0,22,2
Attaque 77,38.79,44,39
Attila,24.89,29,9
ATTLAS,52.5,55,4
Attom,52.0,52,1
Au/Ra,63.0,72,5
Au5;EMME,45.0,50,5
Audien,50.78,66,9
Audio,16.5,17,2
Audio Avenues,38.0,38,1
Audio Bullys,19.21,48,24
Audiofreq,23.0,23,3
Audioslave,57.61,78,23
Audiotricz,27.4,52,5
Audra McDonald,30.75,46,4
Audrey Assad,49.2,53,5
Audrey Mika,51.33,58,3
August;KOUT,45.0,45,1
August Burns Red,52.0,54,6
August D. Valentine,22.0,22,1
August Flendahl,41.5,49,2
Augustín Magaldi,20.0,20,1
Augustana,63.0,63,2
Augustus Pablo,0.0,0,10
Aukai,55.0,55,1
Auli'i Cravalho,47.79,66,14
Aunty Donna,22.4,25,5
Aura Vortex;Blazy,38.0,38,1
Aurelina Dourado,41.57,46,7
AURORA,79.0,79,1
Aurora Rules,29.5,30,2
aus,11.33,13,3
Austin Basham,60.0,60,1
Austin George,57.5,62,4
Austin Leeds;Mizzo,33.0,33,1
Austin Plaine,42.5,57,2
Austyn Johnson;Cameron Seely;Hugh Jackman,63.0,63,1
Autechre,16.79,42,24
Authen,43.0,43,1
Authority Zero,33.5,34,2
Autograf;Tiina,45.0,60,8
Automatic Tasty,23.0,23,1
Autopsy,16.2,19,10
Autoramas,38.0,38,2
Aux 88,6.09,8,11
Ava Decker,50.0,50,1
Ava Max,8.84,81,38
Avail Hollywood,35.0,37,2
Avalanch,28.5,30,2
Avalon;Azax,35.25,41,4
Avancada;Darius & Finlay,55.5,64,2
Avantasia,38.6,51,5
Avanti Nagral,44.0,44,2
Avatar,30.0,56,14
Avenged Sevenfold,55.0,76,32
Aventura;Bad Bunny,83.0,83,1
Avernal,22.0,22,2
Aversions Crown,20.55,22,11
Avery Anna,7.11,64,9
Avhath,22.12,31,8
Aviões do Forró,44.07,52,27
Avial,40.0,41,2
Aviana,50.0,50,1
Avicii,19.37,86,67
Avine Vinny;Jorge,44.38,49,8
Avion,41.0,41,1
AVIRA;CAPS,27.0,48,2
AVIWKILA,59.0,59,1
AVOID,24.0,24,1
Avoure,45.43,58,7
Avrosse,17.5,19,2
Avslappning Sound,33.6,37,20
Avslut,17.0,17,2
Awaken I Am,52.67,55,3
Awakend;Herrin;Luma,42.71,45,7
awakened souls,21.0,21,1
awfultune,72.67,76,3
Axel Bauer,30.5,31,2
Axel Fischer,24.0,24,3
Axel Flóvent,63.0,63,1
Axel Gillison,0.0,0,2
Axel Johansson,55.0,55,2
Axel Thesleff,63.0,63,1
Axero,0.0,0,2
Axis Of Despair,11.33,12,3
Axix,47.0,48,3
Axonn,47.0,48,2
Axwell,42.33,48,6
Axwell /\ Ingrosso,75.29,80,7
Aya Hirano;茅原実里;後藤邑子,19.0,19,1
ayaka;KOBUKURO,44.0,44,2
Ayano Kaneko,54.0,54,2
Ayben,38.5,39,2
Aydilge,50.0,50,1
Ayla,56.0,56,1
Ayla Algan,40.0,40,1
Ayla Dikmen,37.0,37,1
AYLIVA;Ali Gatie,53.0,53,1
Ayna,45.0,49,2
Ayo Jay,53.6,60,5
Ayria,23.0,23,1
Aysha Mathis,62.0,62,2
Ayten Alpman,40.6,42,5
Ayumikurikamaki,35.5,36,2
Ayush Panda,41.33,42,3
Ayushmann Khurrana,68.67,72,6
Azaan Sami Khan,67.5,70,2
Azarel;Leor,16.0,16,1
Azedia,33.0,33,1
Azee,54.0,54,1
Azhirock,0.08,1,12
Azooma,0.0,0,6
Azora Chin,28.0,28,1
Aztec Camera,23.0,23,1
Azucar Moreno,31.0,31,1
Azucar Negra,33.0,38,2
Azucena Maizani,19.0,20,2
Azuquita Y Su Orquesta Melao,27.0,27,1
Azur,50.0,50,1
Azurenity,35.5,36,2
Azzy,48.0,48,1
bôa,77.0,77,1
B.B. Jacques,37.0,37,1
B.B. King,23.5,64,26
B.Baby,35.0,35,1
B-complex,35.33,49,3
B-Front,23.25,25,4
Böhse Onkelz,36.57,40,14
B.I;Soulja Boy;DeVita,69.0,69,1
Béla Fleck,23.75,26,4
Bülent Ortaçgil,35.5,36,2
bülow,62.75,65,4
Bölzer,19.8,23,5
Bénabar,31.0,31,1
B Praak,66.2,69,5
B-qll,29.0,29,1
Bürdel King,26.0,26,1
BØRNS,82.0,82,1
b/t;Matthew Ifield,63.0,63,1
B-Tribe,47.0,48,2
Büyük Ev Ablukada,41.5,45,4
B'z,37.8,40,5
B12,11.75,14,8
B2A;TCM;Anklebreaker,22.0,22,1
Bağzıları,40.75,43,4
Baani Sandhu;Gur Sidhu,64.0,64,1
Baaroot,1.0,7,7
Baauer,58.0,58,1
Baba Sehgal;Rita,56.0,56,1
Babasónicos,29.92,47,50
Babe Rainbow,57.0,57,2
Babert,0.0,0,2
Babik Reinhardt,45.0,45,1
Baby Do Brasil,45.0,45,1
Baby Lullaby,0.0,0,6
Baby Queen,62.0,62,1
Baby Rasta & Gringo,33.0,36,8
Baby Sensory,28.0,28,1
Baby Sleep,43.0,66,4
Baby Sleep Lullaby Academy,32.67,34,3
Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,33.23,36,13
Baby Sleep Music & Sounds Library,33.0,33,1
Baby Sleep Sounds,35.33,36,3
Baby Sleep White Noise,36.0,36,1
Baby Sweet Dream,36.17,43,6
Baby Tate,0.0,0,5
Babyboomboom,15.77,34,26
Babyfather,16.0,16,1
BabyFirst,29.0,29,1
BABYMETAL,46.4,59,20
Bacao Rhythm & Steel Band,20.78,49,9
Baccara,63.0,63,1
Bachelors of Science;Brooklyn,16.0,16,1
Bachman-Turner Overdrive,11.08,72,13
Baciary,30.67,33,6
Bacilos,0.0,0,1
back number,54.0,74,8
Back to Earth,20.0,20,2
Backdrop Falls,31.33,32,3
Backstreet Boys,81.0,81,1
Backstreet Girls,28.5,29,2
Bad Boy Bill,8.09,24,34
Bad Boys Blue,57.0,57,1
Bad Bunny,79.55,97,107
Bad Cash Quartet,24.0,28,3
Bad Company,67.0,67,2
Bad Company UK;DJ Trace;Audio,18.0,18,1
Bad//Dreems,28.4,34,5
Bad English,65.0,65,2
Bad Gyal,1.0,2,4
Bad Livers,23.0,25,2
Bad Omens,59.72,71,18
Bad Wolves,61.83,69,6
BADBADNOTGOOD;Samuel T. Herring,71.0,71,2
Bade Ghulam Ali Khan;Shreya Ghoshal,31.0,31,1
Badem,38.0,39,2
Baden Powell,19.1,27,10
Badfinger,58.77,67,31
Badflower,55.67,62,3
BadKidMacei,19.5,23,6
Badkidz,41.0,41,1
badmómzjay,39.0,39,1
Badshah,63.91,74,22
Baflo,29.0,29,1
Bag Raiders,63.0,67,2
Bagno,30.0,30,2
Bahadır Sağlam,40.25,44,4
Bahamas,0.0,0,6
Bahiano,19.0,38,2
Bahramji;Maneesh de Moor,40.0,50,7
Bahramji & Maneesh De Moor,37.0,37,1
BaianaSystem,30.66,44,117
Bailey Jehl,52.43,56,7
Bailey Pelkman;Randy Rektor,50.5,54,2
Bailey Rushlow,52.0,53,2
Bailey Zimmerman,7.72,84,29
BAJOREK,29.0,29,1
Bakers Eddy,33.0,33,1
Bakufu Slump,39.33,40,3
Bal-Sagoth,17.5,18,2
Bala;Nixen;Sandy Sandellow,68.0,68,1
"Bala, Bombom e Chocolate",47.0,47,1
Bala Desejo;Dora Morelenbaum;Zé Ibarra;Julia Mestre;Lucas Nunes,40.33,43,3
Balan Kash,33.0,33,1
Balance And Composure,29.5,30,6
Balancear,37.0,37,1
Balbi El Chamako,41.69,48,16
Balek,20.0,28,4
Balkans,24.0,24,1
BALLISTIK BOYZ from EXILE TRIBE,22.5,27,4
Balmorhea,54.5,61,2
Balsam Range,24.75,32,20
Baltimora,68.0,72,4
Bananarama,66.5,67,2
Bananas In Pyjamas,50.0,50,1
BAND JA NAIMON! MAXX NAKAYOSHI,19.0,21,3
BAND-MAID,41.57,52,14
Band Of Skulls,33.0,33,1
Banda A Loba,38.5,40,2
Banda Autentica de Jerez,45.0,53,5
Banda Beijo,37.5,38,2
Banda Bostik,44.0,44,1
Banda Calypso,38.5,40,4
Banda Carnaval,43.0,44,3
Banda Cascavel,44.0,44,1
Banda Cuisillos,45.28,56,18
Banda do Mar,41.0,42,2
Banda Eva,41.57,46,14
Banda Giom;Anderson Freire,44.0,44,2
Banda Kassikó,38.5,40,2
Banda Kitara,37.0,37,1
Banda Los Recoditos,13.67,41,3
Banda Magníficos,43.92,54,13
Banda Rancho Viejo De Julio Aramburo La Bandononona,45.83,50,6
Banda Real,30.0,31,3
Banda Som e Louvor,38.33,39,6
Banda Styllus,39.0,39,1
Bandalos Chinos,6.29,44,7
Bandit,13.0,14,3
Bane,29.0,29,1
Banes World,53.14,61,7
Baneva,38.5,39,2
Bang!,20.2,24,5
Bang Data,42.0,42,1
BANKS,0.0,0,1
Bankzitters,39.0,39,1
Banner Pilot,25.0,28,4
BANNERS,75.0,77,6
BANTU;Megaloh;Ghanaian Stallion,19.0,19,1
Bantunagojeje,19.0,19,1
Banty Foot;NEO HERO,21.5,27,6
Baobinga;I.D.,10.0,10,1
Bappi Lahiri;Anuradha Paudwal;Badshah,57.0,57,1
Barış Akarsu,39.67,40,3
Barış Kocatürk,41.2,42,5
Barış Manço,31.78,39,32
Barão Vermelho,36.89,46,19
Baramant,0.0,0,4
Barathrum,17.0,17,1
Barbados,38.0,39,2
Barbara Cook,26.0,26,1
Barbara Higbie,20.0,20,1
Barbara Tucker;DJ Spen;Thommy Davis,15.73,48,11
BARBEE BOYS,34.43,37,7
Barbra Streisand,66.0,68,3
Barely Alive,48.0,49,4
Barem,19.0,19,1
Barilari,22.7,34,23
Barlas & Mert;Emrah Turken,49.5,50,2
Barlow & Bear;Abigail Barlow;Emily Bear,55.5,56,2
